transaction_id,customer_id,timestamp,hour_of_day,day_of_week,amount,avg_amount_30d,amount_to_avg_ratio,mcc,merchant_name,merchant_risk_base,channel,device_type,device_fingerprint,is_new_device,is_night_time,tx_count_1h,tx_count_24h,geo_distance_km,latitude,longitude,is_fraud
c24ab502-81ab-4ea6-8685-52856c1306f3,52e89597-65f2-4d90-aa0e-422bc6b3c590,2026-07-01T06:24:00,6,2,61.88,51.12,1.21,5411,Tesco Stores UK,5,ONLINE_BANKING,WEB_BROWSER_CHROME,dev_fp_724_8581,0,0,1,4,6.58,55.89703578280656,-3.1556791734403817,0
3b03a881-80ea-4c9b-9cfc-56bece73b76c,8188b2a9-5866-42f6-89e3-c8b4b70b21c9,2026-07-01T06:27:33,6,2,44.84,34.57,1.297,5411,Tesco Stores UK,5,MOBILE_APP,MOBILE_ANDROID,dev_fp_847_7029,0,0,1,2,3.56,53.77502906977912,-1.51704490816039,0
000e46b1-babc-4c75-a09f-d4b7c2f34fda,da4a4030-2042-44a3-8b28-0478a8197159,2026-07-01T06:28:59,6,2,74.05,72.74,1.018,4111,Transport for London (TfL),2,MOBILE_APP,WEB_BROWSER_CHROME,dev_fp_347_1282,0,0,1,4,3.09,53.497712978443325,-2.2796214112635234,0
ffab0892-56c2-4284-b363-fa7a00ee7114,8119dcb4-9106-42d4-81a0-2b39e37b2868,2026-07-01T06:32:56,6,2,37.85,22.97,1.648,5311,Amazon UK Retail,10,MOBILE_APP,WEB_BROWSER_CHROME,dev_fp_342_4130,0,0,1,4,2.03,54.58129423959426,-5.914983140363286,0
453ededd-fe7c-49ed-8806-ed7fae206160,aa77fa7c-377a-4619-a640-98a0b4449b11,2026-07-01T06:35:19,6,2,21.08,18.25,1.155,5311,Amazon UK Retail,10,MOBILE_APP,WEB_BROWSER_SAFARI,dev_fp_739_1857,0,0,1,2,1.87,52.471085532337526,-1.8784190378434644,0
8b831d5e-d1bd-4375-992d-20ee7ede3d13,7cecacd7-47d0-43d5-933b-38a752b9a46d,2026-07-01T06:38:09,6,2,391.4,51.23,7.64,6051,Binance UK Crypto Exchange,75,ONLINE_BANKING,WEB_BROWSER_SAFARI,dev_fp_277_1096,0,0,7,13,1.28,51.49685061352772,-0.1205664682915269,1
40acb2ce-d154-4e30-9238-bc1a38c3f14d,89c1f9ab-3917-4d9d-8a36-d167a1c159ec,2026-07-01T06:42:04,6,2,24.45,22.16,1.103,7995,Bet365 Online,65,ATM,MOBILE_ANDROID,dev_fp_685_6129,0,0,1,3,3.75,51.537788353000835,-0.15125920578436852,0
3f3b3405-8c3f-4dd4-b4ed-6a2511686615,143df489-343f-414d-a36a-2f777af7edf8,2026-07-01T06:46:24,6,2,30.42,18.59,1.636,5541,Shell Petrol UK,8,MOBILE_APP,WEB_BROWSER_SAFARI,dev_fp_411_5982,0,0,1,3,3.96,53.446346671965706,-2.2575292436234125,0
6b197faa-2094-42af-9d27-cee360cf51c5,5e9a8167-5649-453a-a4ff-1ed3b1fbec44,2026-07-01T06:48:43,6,2,15.44,11.14,1.386,5311,Amazon UK Retail,10,MOBILE_APP,WEB_BROWSER_CHROME,dev_fp_1005_1517,0,0,1,4,3.75,51.54103151504522,-0.1324198412978414,0
3433208b-2648-4688-81e3-b73f3c2a01d1,a6dfdca0-f22f-493f-87d2-65a3259d1f95,2026-07-01T06:50:40,6,2,54.34,77.04,0.705,5411,Tesco Stores UK,5,MOBILE_APP,MOBILE_ANDROID,dev_fp_1154_9540,0,0,2,1,4.45,53.73554848477256,-1.5440410588667777,0
7ece34e9-5159-4e4d-8a73-82e7baa267ae,1ebe40e1-f85f-4cf7-968a-69e75fadeb5c,2026-07-01T06:52:42,6,2,11.36,20.2,0.562,5411,Tesco Stores UK,5,ONLINE_BANKING,WEB_BROWSER_CHROME,dev_fp_945_2739,0,0,2,1,2.51,51.511345424900625,-0.16346134282483246,0
42c90f3a-3548-4185-b7ac-191e3d478821,d78b66bd-cc9a-4511-af3d-038b9e10d796,2026-07-01T06:57:12,6,2,53.41,48.82,1.094,5411,Sainsbury's Supermarkets,5,ONLINE_BANKING,WEB_BROWSER_CHROME,dev_fp_837_5807,0,0,1,2,4.27,52.465163226162694,-1.9431862921433662,0
41305ee5-450a-4f19-aad6-46a45173921f,dfad0ff0-30e7-412f-9d28-0f7f949f661d,2026-07-01T07:01:03,7,2,24.61,23.3,1.056,5411,Tesco Stores UK,5,ONLINE_BANKING,MOBILE_IOS,dev_fp_315_4978,0,0,2,4,3.21,53.821841563060595,-1.5824854554804653,0
9f07e6ce-bc20-4aaa-8ee0-94ea550a519d,3de5d50b-fd1e-45ab-8a7d-354adc3c5fe8,2026-07-01T07:04:43,7,2,11.03,11.51,0.958,5732,Currys PC World,25,MOBILE_APP,WEB_BROWSER_SAFARI,dev_fp_981_4261,0,0,1,1,2.63,55.95743005006287,-3.146650264755815,0
9ad0bce0-9dea-40b5-871f-3f36fdc2ad97,e41d2d91-e12f-45c6-8229-03f2293ae512,2026-07-01T07:09:32,7,2,16.83,50.48,0.333,4111,Transport for London (TfL),2,MOBILE_APP,MOBILE_IOS,dev_fp_736_7108,0,0,1,1,3.36,53.82880912262004,-1.5684324246542212,0
7c00c140-194e-4f52-a4a9-aa5b6e8c3dce,5676960e-24a3-40ea-b177-a1112e272fc4,2026-07-01T07:11:12,7,2,19.72,24.86,0.793,6051,Binance UK Crypto Exchange,75,ONLINE_BANKING,MOBILE_IOS,dev_fp_727_8792,0,0,2,4,4.48,54.94237601991444,-1.6494683297636388,0
37ee20f3-478c-4d49-a538-b7bccdcef109,9174fea1-1a4b-41b4-8562-a0f3d9d1ddcd,2026-07-01T07:15:07,7,2,53.83,42.98,1.252,5311,Amazon UK Retail,10,MOBILE_APP,MOBILE_IOS,dev_fp_679_9725,0,0,1,3,3.9,51.48661783526515,-0.08249236327008727,0
2bd496ce-5760-4660-beaa-f5f78f1b4174,83476fb3-08d3-4053-ae28-186229722fe5,2026-07-01T07:20:07,7,2,8.71,13.36,0.652,5411,Tesco Stores UK,5,MOBILE_APP,MOBILE_ANDROID,dev_fp_1062_9092,0,0,1,4,3.38,51.47730254482836,-0.13495514159308494,0
6af82a67-8072-41ce-9bbb-76bf9ab5e8fe,b6b25004-dd64-48c2-968f-7d18db803d24,2026-07-01T07:24:38,7,2,9.93,19.23,0.516,4111,Transport for London (TfL),2,MOBILE_APP,MOBILE_IOS,dev_fp_948_8366,0,0,1,4,4.61,52.44689016136641,-1.9122355237804112,0
42c7ea69-94eb-44bd-bc3f-843cffbb1445,e26fa79a-9909-46a3-a820-cf247a82a253,2026-07-01T07:25:36,7,2,4.25,5.19,0.819,5411,Sainsbury's Supermarkets,5,MOBILE_APP,MOBILE_ANDROID,dev_fp_851_9151,0,0,1,3,2.35,53.47917496830502,-2.2072209033888126,0
c9043d05-e84f-4311-a05e-112026681e07,242ba249-5c73-4dcd-9db2-0e6964aa73a3,2026-07-01T07:27:36,7,2,13.84,17.27,0.801,5311,Amazon UK Retail,10,MOBILE_APP,WEB_BROWSER_CHROME,dev_fp_932_9159,0,0,1,4,3.77,55.91949559404822,-3.1922840489569095,0
46411000-0b6d-4ea6-a555-9888f222a58a,73ab6c85-00b1-446f-8108-183b3008406d,2026-07-01T07:30:34,7,2,10.14,13.41,0.756,5411,Tesco Stores UK,5,MOBILE_APP,MOBILE_IOS,dev_fp_926_3526,0,0,1,1,2.82,53.459539669798346,-2.265893668491882,0
066a65aa-11e5-437e-b4cf-087c65f45562,f694ad73-6584-4aae-95fe-ba6a62f19bbe,2026-07-01T07:31:44,7,2,40.43,27.98,1.445,4111,Transport for London (TfL),2,MOBILE_APP,MOBILE_ANDROID,dev_fp_702_4176,0,0,1,2,1.57,51.49424196119005,-0.11962314717624148,0
e5329920-5c12-41db-8d5c-87bc5cfbe640,6197352b-3342-483c-8f33-82ccb619cadd,2026-07-01T07:33:20,7,2,24.25,21.4,1.133,5411,Tesco Stores UK,5,ONLINE_BANKING,WEB_BROWSER_SAFARI,dev_fp_1130_9664,0,0,1,4,0.83,53.47352149857258,-2.2395182492787273,0
cbb28c38-3516-4226-9a26-580030d149fc,8100f8fa-03f2-46a6-b640-d74fc8399ab7,2026-07-01T07:35:09,7,2,15.15,31.41,0.482,5311,Amazon UK Retail,10,MOBILE_APP,WEB_BROWSER_SAFARI,dev_fp_829_2698,0,0,1,4,4.14,51.54363007443707,-0.14154360207779854,0
f5a986a5-7dd8-443d-8d09-8ab9128536d5,72016c17-c7ee-410d-8c21-b0984c1d5315,2026-07-01T07:39:14,7,2,23.04,32.54,0.708,5411,Sainsbury's Supermarkets,5,MOBILE_APP,WEB_BROWSER_SAFARI,dev_fp_404_2880,0,0,1,1,3.55,52.499696236066804,-1.842863260851618,0
2e32fc1f-f944-41d5-bb57-1ee724b8cbd1,393fd184-9766-4a89-b6fa-210226efbf96,2026-07-01T07:41:51,7,2,82.1,70.91,1.158,5411,Sainsbury's Supermarkets,5,MOBILE_APP,MOBILE_IOS,dev_fp_421_8708,0,0,1,1,1.52,51.51526568969167,-0.14576485748737927,0
afa59db9-9b42-4fca-8eb9-d9a42b1b87ec,04012af7-b4d9-4ea4-8932-300b1ef59a69,2026-07-01T07:43:41,7,2,40.14,29.12,1.378,5411,Tesco Stores UK,5,POS,MOBILE_ANDROID,dev_fp_1099_2838,0,0,1,4,2.26,51.501448518517286,-0.09661201259639159,0
0d647de8-e166-4441-ba59-d21b441c629d,cf26294a-f9de-45dd-b175-ddd208155743,2026-07-01T07:48:26,7,2,11.5,12.15,0.947,5311,Amazon UK Retail,10,MOBILE_APP,WEB_BROWSER_CHROME,dev_fp_1002_8871,0,0,1,4,6.94,51.56878097805361,-0.1459980367793299,0
6be80532-d1bf-47ab-8e67-bd97d8a14341,55f7cb58-90f9-4cd0-90de-e0c193755051,2026-07-01T07:49:39,7,2,14.05,16.26,0.864,5311,Amazon UK Retail,10,MOBILE_APP,WEB_BROWSER_SAFARI,dev_fp_1202_7223,0,0,2,2,2.82,51.50404885000094,-2.5891383758544952,0
a8bc5714-3dd2-4bd5-9bc4-e061c1b95554,030525b6-19bc-4898-9cb9-2194b4db0d57,2026-07-01T07:50:37,7,2,65.77,45.67,1.44,7995,Bet365 Online,65,MOBILE_APP,WEB_BROWSER_CHROME,dev_fp_609_3430,0,0,1,1,3.0,51.502967594765465,-0.17060971451752688,0
2b5c1394-01fc-44db-b049-e6bf58c8605d,84c53d2c-85c7-40eb-b096-1606e6e4ebc6,2026-07-01T07:52:25,7,2,32.34,47.06,0.687,5311,Amazon UK Retail,10,MOBILE_APP,MOBILE_ANDROID,dev_fp_239_4262,0,0,1,4,1.02,53.47306568102339,-2.2510178708062414,0
c260f16a-5e0a-4387-9547-978397fc330f,6cb1af3d-3078-4e80-b2b8-6034b6e92116,2026-07-01T07:55:56,7,2,42.28,34.5,1.226,5541,Shell Petrol UK,8,MOBILE_APP,WEB_BROWSER_SAFARI,dev_fp_282_4595,0,0,1,2,2.92,51.46772171447301,-2.6243281176282465,0
76f1e5cb-5172-4cc5-8de4-14d89c9ebb0a,cf26294a-f9de-45dd-b175-ddd208155743,2026-07-01T07:58:38,7,2,8.49,12.15,0.699,5732,Currys PC World,25,ONLINE_BANKING,WEB_BROWSER_CHROME,dev_fp_1002_8871,0,0,1,4,1.36,51.57059366935313,-0.1265427280475166,0
d4f2524c-fb80-4f94-8d85-2cc1881be248,beeace24-3a00-41eb-bf94-57925899a8bf,2026-07-01T07:58:57,7,2,19.52,18.84,1.036,5411,Tesco Stores UK,5,MOBILE_APP,MOBILE_ANDROID,dev_fp_735_3600,0,0,2,4,5.88,51.45756287051742,-0.09924736787957142,0
ee390fb7-03a9-4866-bdea-007691f91916,cd3dc58b-18ee-4da8-b533-966e272322aa,2026-07-01T08:03:25,8,2,44.09,38.19,1.154,5311,Amazon UK Retail,10,MOBILE_APP,WEB_BROWSER_SAFARI,dev_fp_1035_8849,0,0,1,4,4.82,53.52103914832659,-2.2156822593399434,0
a1e1cdf6-a0b4-4d49-860f-696b67f768e3,f3ba894a-72ab-4b99-a5df-c40723579df1,2026-07-01T08:07:50,8,2,38.13,38.12,1.0,5411,Tesco Stores UK,5,ONLINE_BANKING,MOBILE_IOS,dev_fp_909_8372,0,0,1,2,2.82,54.57435106744032,-5.9114853987417035,0
b65af996-3874-48b1-be9a-4fab19eea6eb,69e1eece-b640-4926-8bf7-c964bc4c989b,2026-07-01T08:10:00,8,2,27.95,21.64,1.292,5411,Sainsbury's Supermarkets,5,ONLINE_BANKING,MOBILE_ANDROID,dev_fp_562_7367,0,0,1,4,2.19,55.970501260539876,-3.2053506624674486,0
1d1a2e5d-3508-4dee-a591-a70baf0789c4,c2e25766-bef5-4462-8657-96bd112df82d,2026-07-01T08:14:56,8,2,12.08,11.53,1.048,5411,Tesco Stores UK,5,MOBILE_APP,MOBILE_IOS,dev_fp_1014_6325,0,0,1,3,1.76,51.522412801212745,-0.11992321040645008,0
83f05ded-0e96-4eff-b3aa-1612a9cee137,96772a0d-4078-415c-9c1b-c9b204fee232,2026-07-01T08:19:48,8,2,35.01,27.28,1.283,4111,Transport for London (TfL),2,POS,MOBILE_IOS,dev_fp_751_3093,0,0,1,4,4.67,54.63752641553094,-5.909133354597972,0
decb1732-ffac-456b-af5f-ee596cb30258,dbbf4c9e-fd31-4c35-8f21-0d5a32d60c19,2026-07-01T08:20:55,8,2,73.69,102.97,0.716,5311,Amazon UK Retail,10,ONLINE_BANKING,MOBILE_ANDROID,dev_fp_870_3068,0,0,2,3,4.35,53.51992130331672,-2.2440760763899967,0
6a80d8e9-9318-4163-8013-8af5cea28b03,ca7f41e0-213b-4810-982d-f91e66cf823e,2026-07-01T08:25:00,8,2,32.3,62.28,0.519,5812,Costa Coffee,4,MOBILE_APP,MOBILE_IOS,dev_fp_66_1053,0,0,2,4,0.83,51.51137650396622,-0.11760046827728701,0
591051f8-4a62-4f3c-9f65-adbb6caea69c,051b3eba-a399-4679-aba7-97a17441b40b,2026-07-01T08:27:16,8,2,18.74,13.97,1.341,4111,Transport for London (TfL),2,MOBILE_APP,WEB_BROWSER_CHROME,dev_fp_240_1400,0,0,1,4,1.8,51.520296695802,-0.11198074966897516,0
b0304251-6349-426d-a04f-be441cf0652d,9ce003e7-790c-42ef-bfed-71caf323ac64,2026-07-01T08:29:16,8,2,5.04,20.49,0.246,5812,Costa Coffee,4,MOBILE_APP,MOBILE_IOS,dev_fp_285_6507,0,0,1,3,2.95,51.481685271885624,-0.1171745540434449,0
d56f8bb5-b80b-40fa-8dea-8f14619e876b,bc8193d6-d5cc-4c7a-ae26-edb49c934ed4,2026-07-01T08:34:06,8,2,17.82,27.39,0.651,4111,Transport for London (TfL),2,POS,WEB_BROWSER_CHROME,dev_fp_1222_7739,0,0,1,3,3.57,53.816861054518625,-1.502089518825421,0
7ea01e2c-01b6-470d-ab55-59b862285211,b2b83f7c-cdf0-4310-8ec7-687403e4b580,2026-07-01T08:35:09,8,2,28.87,25.38,1.138,4111,Transport for London (TfL),2,MOBILE_APP,WEB_BROWSER_SAFARI,dev_fp_1053_1611,0,0,2,1,2.9,51.48189949175356,-0.11887511393958154,0
97f8caf1-2509-427b-9ae1-37e62f1e11c8,7d556144-eb71-4f57-af6a-6380996796a8,2026-07-01T08:36:31,8,2,16.61,13.98,1.188,5541,Shell Petrol UK,8,MOBILE_APP,WEB_BROWSER_CHROME,dev_fp_259_5050,0,0,1,2,3.77,55.010844136292306,-1.6342774849655661,0
4d658989-16e8-4803-8f86-723ab6b44d9c,63555d7a-0fac-4f21-81eb-7bb7dd397236,2026-07-01T08:40:56,8,2,14.65,12.4,1.181,5732,Currys PC World,25,ONLINE_BANKING,WEB_BROWSER_CHROME,dev_fp_804_9991,0,0,1,4,2.18,53.498577868339595,-2.256564526780122,0
e7b360f9-cb6f-4288-b6ca-655070c295f7,37405efb-2cd7-49ea-8083-a67e6225ac28,2026-07-01T08:41:58,8,2,26.81,43.95,0.61,5311,Amazon UK Retail,10,MOBILE_APP,WEB_BROWSER_CHROME,dev_fp_154_9808,0,0,1,3,1.83,51.4973168724812,-0.14864520421134508,0
3b24fbf8-ca30-4192-b651-46d456ec5fc0,4e264866-6b66-47b0-8d8a-73e3f16389db,2026-07-01T08:45:00,8,2,16.41,20.31,0.808,5411,Sainsbury's Supermarkets,5,POS,MOBILE_IOS,dev_fp_999_6040,0,0,1,4,4.96,51.51138032239308,-3.2324246828578325,0
3f24b00d-6b1a-4b00-96d0-046a3a63494a,fc08317f-fe6c-4f65-8c32-7c80cbc78a22,2026-07-01T08:45:47,8,2,28.0,28.59,0.979,5812,Costa Coffee,4,MOBILE_APP,WEB_BROWSER_SAFARI,dev_fp_733_8172,0,0,2,2,2.43,51.51779540528116,-0.09699119397212741,0
fce88037-2650-41b4-a8f0-1a419f8c9b4d,85c96d9f-138c-4eb2-a6e5-d46d97e08b6e,2026-07-01T08:50:15,8,2,12.74,9.21,1.383,4111,Transport for London (TfL),2,MOBILE_APP,WEB_BROWSER_CHROME,dev_fp_433_2442,0,0,1,3,3.87,51.542214176479355,-0.12758036963222888,0
e5eb4f1e-b0b0-4c7c-8d62-157109d11ae1,c238c638-fca3-4865-90e7-a073c5e9ebe8,2026-07-01T08:54:38,8,2,26.64,24.5,1.087,5311,Amazon UK Retail,10,POS,MOBILE_IOS,dev_fp_267_3471,0,0,1,1,2.53,55.93057604632982,-3.18917936852457,0
62f77c1d-bc5b-4399-bf45-9b8a848bb545,c8a7af39-3a5b-442c-8723-9172ad279109,2026-07-01T08:55:01,8,2,9.9,10.95,0.904,6051,Binance UK Crypto Exchange,75,MOBILE_APP,MOBILE_ANDROID,dev_fp_941_3353,0,0,1,4,2.98,51.48064064070875,-0.12821121532309038,0
ee0d7b9d-ec53-4f4d-b5ef-180834a20c34,f689a06e-af18-41ac-b68a-56cd36a699f6,2026-07-01T08:56:59,8,2,4.94,15.84,0.312,5311,Amazon UK Retail,10,MOBILE_APP,MOBILE_ANDROID,dev_fp_876_8273,0,0,1,3,3.84,51.54156292792367,-0.11988932506090154,0
ac04bf1f-a24e-4eef-84e3-1da694051a8b,e621b370-13f3-4fdf-9244-9b6441bc3791,2026-07-01T08:58:01,8,2,8.64,10.15,0.851,4111,Transport for London (TfL),2,MOBILE_APP,WEB_BROWSER_CHROME,dev_fp_561_9807,0,0,1,1,1.57,51.52123137996412,-0.13241687349782566,0
11c8418f-48eb-4d19-96ce-adfcd58f51e7,88cdf8d2-67e4-4631-a6e1-7abab581f150,2026-07-01T08:58:42,8,2,17.58,13.66,1.287,5311,Amazon UK Retail,10,MOBILE_APP,WEB_BROWSER_CHROME,dev_fp_338_6813,0,0,1,2,1.51,54.59171047626893,-5.90868827437922,0
b6ab9831-33a6-4139-94d4-522e898bf116,a58b20a2-8caa-4396-b9f1-928b88042f95,2026-07-01T08:59:45,8,2,1454.68,33.99,42.797,4829,Western Union Wire,80,MOBILE_APP,WEB_BROWSER_SAFARI,dev_fp_186_2684,0,0,1,2,9.49,51.58999620382169,-0.1625495552311821,1
8224e1c7-0c4a-4975-8c49-6c39e5166395,6005d44e-4369-435e-8c69-d7dff37361c5,2026-07-01T09:01:01,9,2,82.13,79.1,1.038,5812,Costa Coffee,4,ONLINE_BANKING,WEB_BROWSER_SAFARI,dev_fp_703_6752,0,0,1,2,3.48,51.47771338717814,-0.14367173751229392,0
dc4cf28f-b866-464e-bc71-32c20d578164,633dc844-f75c-4577-9639-ca307d46b825,2026-07-01T09:04:32,9,2,26.45,20.95,1.263,4111,Transport for London (TfL),2,MOBILE_APP,MOBILE_IOS,dev_fp_468_8935,0,0,1,1,3.82,51.45073808361938,-3.154739892725977,0
83de9a68-1f05-4d1f-b384-9bcb40825472,69099202-acd2-4798-b635-6aa629fd779d,2026-07-01T09:05:57,9,2,8.56,11.3,0.758,5541,Shell Petrol UK,8,ONLINE_BANKING,MOBILE_ANDROID,dev_fp_612_7240,0,0,1,2,3.95,51.539707810564316,-0.10418225684762888,0
58af73a4-7779-4ae9-9ed3-3991e8a48adb,c78eef1c-fdb7-4ee2-ba67-ddee676d8f1b,2026-07-01T09:06:16,9,2,51.89,28.63,1.812,5812,Costa Coffee,4,ONLINE_BANKING,MOBILE_ANDROID,dev_fp_1153_5944,0,0,1,4,2.73,51.486442816369355,-0.14835337636035928,0
cd66cd51-452b-4dcc-b017-a06ea41c48f4,55c4c2f4-dbed-4f4a-97c9-6c428b75e134,2026-07-01T09:07:48,9,2,13.29,13.48,0.986,5812,Costa Coffee,4,ONLINE_BANKING,WEB_BROWSER_SAFARI,dev_fp_436_9431,0,0,1,2,3.58,51.475252399849886,-0.12674460056147935,0
4461f70f-f14b-4bca-8612-23e42d815f23,bc6e3887-b41a-4df8-b20d-9b07716dbd2e,2026-07-01T09:09:14,9,2,14.46,16.42,0.881,5411,Tesco Stores UK,5,POS,WEB_BROWSER_SAFARI,dev_fp_205_1452,0,0,2,3,3.01,52.51322820930749,-1.8873210783178538,0
c54129a4-7903-463d-ab84-405f5825c91d,1b7759ef-fc37-4a7a-b3c6-573916caa256,2026-07-01T09:10:40,9,2,34.07,32.46,1.05,5411,Sainsbury's Supermarkets,5,ONLINE_BANKING,MOBILE_IOS,dev_fp_644_1430,0,0,1,2,1.73,51.50144646862287,-0.10472051312575988,0
bee555f7-a73e-4bfa-b191-5e0770bc978a,1c522a1e-c78c-4463-9661-4665188e3b1d,2026-07-01T09:13:20,9,2,68.72,54.6,1.259,4829,Western Union Wire,80,MOBILE_APP,MOBILE_IOS,dev_fp_1228_2578,0,0,1,3,3.55,51.53824246369453,-0.14085630080529712,0
9fe21974-0044-4049-ada3-1cc375b4c738,20c98211-5d6c-44ce-8a4b-fdfb3566ed99,2026-07-01T09:17:55,9,2,21.15,22.26,0.95,5311,Amazon UK Retail,10,MOBILE_APP,WEB_BROWSER_SAFARI,dev_fp_1242_2354,0,0,1,3,0.88,51.48447193130742,-3.1672302203770815,0
5098a547-7f4f-40fb-91b2-2877223d143f,ee6366ea-f60f-4d8f-a17b-c5861d8bbbe3,2026-07-01T09:22:23,9,2,10.05,18.41,0.546,5411,Tesco Stores UK,5,POS,MOBILE_ANDROID,dev_fp_490_8994,0,0,1,4,1.2,53.81009637745008,-1.539845234005795,0
65548a52-425e-42ba-89d7-a326e1255728,36685d9b-1db7-424c-a13c-f6fcb7a9e2da,2026-07-01T09:27:08,9,2,11.27,11.65,0.967,5411,Tesco Stores UK,5,ATM,MOBILE_IOS,dev_fp_145_9565,0,0,2,3,0.61,51.51116395124868,-0.12131170660083669,0
e281758b-a9ef-4a72-b590-4aaac9d97b76,93b72884-7c50-4243-a7bd-41a5d217b0a8,2026-07-01T09:30:41,9,2,17.73,15.56,1.139,5311,Amazon UK Retail,10,ATM,WEB_BROWSER_SAFARI,dev_fp_270_7797,0,0,1,3,0.5,51.51175023633793,-0.12968667008826393,0
c5853c85-8580-4034-95e0-442466b3187c,21c738ee-0daa-420a-8715-1052a3c9acd2,2026-07-01T09:34:57,9,2,23.04,24.07,0.957,5311,Amazon UK Retail,10,MOBILE_APP,MOBILE_IOS,dev_fp_353_7971,0,0,1,1,1.3,51.516772596112105,-0.13909730153082078,0
5a2a560b-1307-42b8-9e35-794fa770d376,77a4cf4a-faa9-4d1b-bd85-662560ef2d9e,2026-07-01T09:37:26,9,2,38.49,36.21,1.063,4111,Transport for London (TfL),2,MOBILE_APP,MOBILE_IOS,dev_fp_28_5741,0,0,1,4,4.12,53.44537266016226,-2.224223625593754,0
061d61d9-57c4-4316-8342-d16562cd1a0f,5bd95a3d-7706-4b24-9a26-67fa38bde097,2026-07-01T09:41:13,9,2,19.84,26.6,0.746,5311,Amazon UK Retail,10,MOBILE_APP,WEB_BROWSER_SAFARI,dev_fp_1026_6714,0,0,1,1,2.48,52.466231140216486,-1.906758302654044,0
addcb461-f13e-4254-824d-f38c3b185d9a,7c07f225-859c-4bbc-a390-759f3f259f53,2026-07-01T09:42:46,9,2,12.56,18.85,0.666,5411,Sainsbury's Supermarkets,5,ONLINE_BANKING,WEB_BROWSER_CHROME,dev_fp_1101_4312,0,0,1,1,1.18,51.51705780972159,-0.13469390070776505,0
